,text,weekday,month,day,hour,has_hashtag,fav_count,is_reply,retweet_count,followers,following,user,screen_name
0,"RT @mdenser: O QUE ESTAMOS ESPERANDO P/ A IR ÁS RUAS?
Weintraub publicou portaria q extingue o direito das universidades decidirem passagen…",Wed,Jul,24,04,0,0,0,116,1275,1607,Paulo Gimenes,FalarcomGimenes
